t,type,lat,lon,var,n,v,v_fill
2024,4,33.7,71,9,14,0.0283444071453468,0.0283444071453468
2024,4,34.5,71.3,1,21,0.4808927506915808,0.4808927506915808
2024,4,34.5,71.3,2,21,23.299999999999997,23.299999999999997
2024,4,34.5,71.3,3,21,0.3419064465075947,0.3419064465075947
2024,4,34.5,71.3,4,21,2651,2651
2024,4,34.5,71.3,5,21,2.151215835142094,2.151215835142094
2024,4,34.5,71.3,6,21,72.59205043327594,72.59205043327594
2024,4,34.5,71.3,7,21,0.0366700243914304,0.0366700243914304
2024,4,34.5,71.3,8,21,0.6264129403828844,0.6264129403828844
2024,4,34.5,71.3,9,21,0.0283444071453468,0.0283444071453468
2024,4,34.8,71.5,1,41,0.4808927506915808,0.4808927506915808
2024,4,34.8,71.5,2,41,23.3,23.3
2024,4,34.8,71.5,3,41,0.34190644650759466,0.34190644650759466
2024,4,34.8,71.5,4,41,2651,2651
2024,4,34.8,71.5,5,41,2.1512158351420942,2.1512158351420942
2024,4,34.8,71.5,6,41,72.59205043327594,72.59205043327594
2024,4,34.8,71.5,7,41,0.0366700243914304,0.0366700243914304
2024,4,34.8,71.5,8,41,0.6264129403828844,0.6264129403828844
2024,4,34.8,71.5,9,41,0.0283444071453468,0.0283444071453468
2024,5,35.9,71.8,1,48,0.4836955783457448,0.4836955783457448
2024,5,35.9,71.8,2,48,23.200000000000003,23.200000000000003
2024,5,35.9,71.8,3,48,0.3433659361799819,0.3433659361799819
2024,5,35.9,71.8,4,48,4584,4584
2024,5,35.9,71.8,5,48,3.357233849950582,3.357233849950582
2024,5,35.9,71.8,6,48,67.94742869994938,67.94742869994938
2024,5,35.9,71.8,7,48,0.1463535085004516,0.1463535085004516
2024,5,35.9,71.8,8,48,0.6185942475991615,0.6185942475991615
2024,5,35.9,71.8,9,48,0.0063184347132227,0.0087218216370474
2024,4,35,72.8,1,14,0.4836955783457448,0.4836955783457448
2024,4,35,72.8,2,14,23.200000000000006,23.200000000000006
2024,4,35,72.8,3,14,0.3433659361799819,0.3433659361799819
2024,4,35,72.8,4,14,4584,4584
2024,4,35,72.8,5,14,3.357233849950582,3.357233849950582
2024,4,35,72.8,6,14,67.94742869994938,67.94742869994938
2024,4,35,72.8,7,14,0.14635350850045162,0.14635350850045162
2024,4,35,72.8,8,14,0.6185942475991615,0.6185942475991615
2024,4,35,72.8,9,14,0.0063184347132227,0.0087218216370474
2024,7,38.7,-0.1,1,180,0.5075797282772156,0.5075797282772156
2024,7,38.7,-0.1,2,180,42.900000000000006,41.3
2024,7,38.7,-0.1,3,180,0.1479773518706739,0.1494211032383815
2024,7,38.7,-0.1,4,180,39828,39828
2024,7,38.7,-0.1,5,180,10.49440468356166,10.49440468356166
2024,7,38.7,-0.1,6,180,82.53603114791527,80.19439173025386
2024,7,38.7,-0.1,7,180,0.3162067345661883,0.3162067345661883
2024,7,38.7,-0.1,8,180,0.3285850803348036,0.3285850803348036
2024,7,38.7,-0.1,9,180,0.1515901788477111,0.1515901788477111
2024,4,35.9,71.8,1,75,0.4836955783457447,0.4836955783457447
2024,4,35.9,71.8,2,75,23.200000000000003,23.200000000000003
2024,4,35.9,71.8,3,75,0.3433659361799819,0.3433659361799819
2024,4,35.9,71.8,4,75,4584,4584
2024,4,35.9,71.8,5,75,3.357233849950582,3.357233849950582
2024,4,35.9,71.8,6,75,67.94742869994938,67.94742869994938
2024,4,35.9,71.8,7,75,0.1463535085004516,0.1463535085004516
2024,4,35.9,71.8,8,75,0.6185942475991615,0.6185942475991615
2024,4,35.9,71.8,9,75,0.0063184347132227,0.0087218216370474
2024,4,34,72,1,7,0.4836955783457448,0.4836955783457448
2024,4,34,72,2,7,23.200000000000006,23.200000000000006
2024,4,34,72,3,7,0.3433659361799819,0.3433659361799819
2024,4,34,72,4,7,4584,4584
2024,4,34,72,5,7,3.357233849950582,3.357233849950582
2024,4,34,72,6,7,67.94742869994938,67.94742869994938
2024,4,34,72,7,7,0.14635350850045162,0.14635350850045162
2024,4,34,72,8,7,0.6185942475991615,0.6185942475991615
2024,4,34,72,9,7,0.0063184347132227,0.0087218216370474
2024,4,64.2,24.3,1,12,0.5006077335072134,0.5006077335072134
2024,4,64.2,24.3,2,12,40.7,40.7
2024,4,64.2,24.3,3,12,0.1619918348113851,0.1619918348113851
2024,4,64.2,24.3,4,12,49055,49055
2024,4,64.2,24.3,5,12,12.624627113342283,12.624627113342283
2024,4,64.2,24.3,6,12,81.44909667968749,80.19439173025386
2024,4,64.2,24.3,7,12,0.1981563279843408,0.1981563279843408
2024,4,64.2,24.3,8,12,0.11859491974860141,0.11859491974860141
2024,4,64.2,24.3,9,12,0.0010640756210082,0.0087218216370474
2024,7,28.4,82.2,1,8,0.5382922131664652,0.5288749453355761
2024,7,28.4,82.2,2,8,23.5,23.5
2024,7,28.4,82.2,3,8,0.308235366082582,0.308235366082582
2024,7,28.4,82.2,4,8,5968,5968
2024,7,28.4,82.2,5,8,5.297396877028333,5.297396877028333
2024,7,28.4,82.2,6,8,69.08055777751451,69.08055777751451
2024,7,28.4,82.2,7,8,0.0189222622137509,0.0189222622137509
2024,7,28.4,82.2,8,8,0.2043024847079286,0.2043024847079286
2024,7,28.4,82.2,9,8,0.1336340847205041,0.1336340847205041
2024,6,26.7,86.3,1,4,0.5074144376230608,0.5074144376230608
2024,6,26.7,86.3,2,4,25.6,25.6
2024,6,26.7,86.3,3,4,0.2686379545832007,0.2686379545832007
2024,6,26.7,86.3,4,4,4602,4602
2024,6,26.7,86.3,5,4,5.03229654400681,5.03229654400681
2024,6,26.7,86.3,6,4,68.68387526431229,68.68387526431229
2024,6,26.7,86.3,7,4,0.0447467242018586,0.0447467242018586
2024,6,26.7,86.3,8,4,0.3335739492622045,0.3335739492622045
2024,6,26.7,86.3,9,4,0.2019740571193222,0.2019740571193222
2024,6,30.4,-90,1,7,0.5127220392727899,0.5127220392727899
2024,6,30.4,-90,2,7,35.5,35.5
2024,6,30.4,-90,3,7,0.1918640032098788,0.1918640032098788
2024,6,30.4,-90,4,7,55194,50340.5
2024,6,30.4,-90,5,7,13.271189365370018,12.872944335938564
2024,6,30.4,-90,6,7,74.06639519121073,74.06639519121073
2024,6,30.4,-90,7,7,0.4443264531009922,0.4443264531009922
2024,6,30.4,-90,8,7,0.1723579109211117,0.1723579109211117
2024,6,30.4,-90,9,7,0.0930838001760238,0.0930838001760238
2024,4,40.5,-79.9,1,15,0.5147878493473879,0.5147878493473879
2024,4,40.5,-79.9,2,15,39.6,39.6
2024,4,40.5,-79.9,3,15,0.1671095218515016,0.1671095218515016
2024,4,40.5,-79.9,4,15,73918,50340.5
2024,4,40.5,-79.9,5,15,13.82685317940688,12.872944335938564
2024,4,40.5,-79.9,6,15,76.81378614323607,76.81378614323607
2024,4,40.5,-79.9,7,15,0.5687037455676603,0.5687037455676603
2024,4,40.5,-79.9,8,15,0.1521721243370012,0.1521721243370012
2024,4,40.5,-79.9,9,15,0.0583289926416078,0.0583289926416078
2024,7,-42.9,172.6,1,8,0.5069689866984323,0.5069689866984323
2024,7,-42.9,172.6,2,8,38.3,38.3
2024,7,-42.9,172.6,3,8,0.1793745486945811,0.1793745486945811
2024,7,-42.9,172.6,4,8,51069,50340.5
2024,7,-42.9,172.6,5,8,12.831786147978471,12.831786147978471
2024,7,-42.9,172.6,6,8,82.55311326177339,80.19439173025386
2024,7,-42.9,172.6,7,8,0.5117879861686518,0.5117879861686518
2024,7,-42.9,172.6,8,8,0.0691956151080786,0.0691956151080786
2024,7,-42.9,172.6,9,8,0.2878187498262273,0.2878187498262273
2024,7,27.2,86.7,1,17,0.5074144376230608,0.5074144376230608
2024,7,27.2,86.7,2,17,25.6,25.6
2024,7,27.2,86.7,3,17,0.2686379545832007,0.2686379545832007
2024,7,27.2,86.7,4,17,4602,4602
2024,7,27.2,86.7,5,17,5.03229654400681,5.03229654400681
2024,7,27.2,86.7,6,17,68.68387526431229,68.68387526431229
2024,7,27.2,86.7,7,17,0.0447467242018586,0.0447467242018586
2024,7,27.2,86.7,8,17,0.3335739492622045,0.3335739492622045
2024,7,27.2,86.7,9,17,0.20197405711932223,0.20197405711932223
2024,4,51.8,56.1,1,945,0.5403455758709412,0.5288749453355761
2024,4,51.8,56.1,2,945,37.4,37.4
2024,4,51.8,56.1,3,945,0.1987689249783333,0.1987689249783333
2024,4,51.8,56.1,4,945,16748,16748
2024,4,51.8,56.1,5,945,12.806598805836652,12.806598805836652
2024,4,51.8,56.1,6,945,68.95536987347931,68.95536987347931
2024,4,51.8,56.1,7,945,0.1818264505775026,0.1818264505775026
2024,4,51.8,56.1,8,945,0.4103417108772498,0.4103417108772498
2024,4,51.8,56.1,9,945,0.1531793800261574,0.1531793800261574
2024,6,30.3,-89.8,1,50,0.5127220392727899,0.5127220392727899
2024,6,30.3,-89.8,2,50,35.5,35.5
2024,6,30.3,-89.8,3,50,0.1918640032098788,0.1918640032098788
2024,6,30.3,-89.8,4,50,55194,50340.5
2024,6,30.3,-89.8,5,50,13.271189365370018,12.872944335938564
2024,6,30.3,-89.8,6,50,74.06639519121073,74.06639519121073
2024,6,30.3,-89.8,7,50,0.4443264531009923,0.4443264531009923
2024,6,30.3,-89.8,8,50,0.17235791092111166,0.17235791092111166
2024,6,30.3,-89.8,9,50,0.0930838001760238,0.0930838001760238
2024,6,28.3,-16.6,1,40,0.5062414822681888,0.5062414822681888
2024,6,28.3,-16.6,2,40,42.900000000000006,41.3
2024,6,28.3,-16.6,3,40,0.1479773533250938,0.1494211032383815
2024,6,28.3,-16.6,4,40,36182,36182
2024,6,28.3,-16.6,5,40,10.233386039733888,10.233386039733888
2024,6,28.3,-16.6,6,40,82.53600311279298,80.19439173025386
2024,6,28.3,-16.6,7,40,0.4146507258695677,0.4146507258695677
2024,6,28.3,-16.6,8,40,0.12406776828358339,0.12406776828358339
2024,6,28.3,-16.6,9,40,0.0948565890556642,0.0948565890556642
2024,1,46.8,33.4,1,3,0.5408081050181036,0.5288749453355761
2024,1,46.8,33.4,2,3,40,40
2024,1,46.8,33.4,3,3,0.1676964673255316,0.1676964673255316
2024,1,46.8,33.4,4,3,18567,18567
2024,1,46.8,33.4,5,3,11.21894789448656,11.21894789448656
2024,1,46.8,33.4,6,3,71.6240005493164,71.6240005493164
2024,1,46.8,33.4,7,3,0.1583681076783816,0.1583681076783816
2024,1,46.8,33.4,8,3,0.4859509449309853,0.4859509449309853
2024,1,46.8,33.4,9,3,0.1511866504705847,0.1511866504705847
2024,1,48,37.8,1,41176,0.5502062608263699,0.5288749453355761
2024,1,48,37.8,2,41176,41.699999999999996,41.3
2024,1,48,37.8,3,41176,0.1395870502496624,0.1494211032383815
2024,1,48,37.8,4,41176,18612,18612
2024,1,48,37.8,5,41176,11.425503263106393,11.425503263106393
2024,1,48,37.8,6,41176,71.62389614616731,71.62389614616731
2024,1,48,37.8,7,41176,0.3102106917821459,0.3102106917821459
2024,1,48,37.8,8,41176,0.3882698250727226,0.3882698250727226
2024,1,48,37.8,9,41176,0.0804794478499885,0.0804794478499885
2024,6,28,-15.6,1,7,0.5062414822681888,0.5062414822681888
2024,6,28,-15.6,2,7,42.90000000000001,41.3
2024,6,28,-15.6,3,7,0.1479773533250938,0.1494211032383815
2024,6,28,-15.6,4,7,36182,36182
2024,6,28,-15.6,5,7,10.233386039733888,10.233386039733888
2024,6,28,-15.6,6,7,82.53600311279298,80.19439173025386
2024,6,28,-15.6,7,7,0.4146507258695677,0.4146507258695677
2024,6,28,-15.6,8,7,0.12406776828358342,0.12406776828358342
2024,6,28,-15.6,9,7,0.0948565890556642,0.0948565890556642
2024,1,50.3,37,1,16,0.5429315876929329,0.5288749453355761
2024,1,50.3,37,2,16,40.8,40.8
2024,1,50.3,37,3,16,0.1400924050306178,0.1494211032383815
2024,1,50.3,37,4,16,18612,18612
2024,1,50.3,37,5,16,11.425350631187206,11.425350631187206
2024,1,50.3,37,6,16,71.62354382131485,71.62354382131485
2024,1,50.3,37,7,16,0.4296851087906002,0.4296851087906002
2024,1,50.3,37,8,16,0.3235068265905237,0.3235068265905237
2024,1,50.3,37,9,16,0.06874302041080368,0.06874302041080368
2024,4,51.4,63.4,1,129,0.5062797704190252,0.5062797704190252
2024,4,51.4,63.4,2,129,26,26
2024,4,51.4,63.4,3,129,0.35524566731855917,0.35524566731855917
2024,4,51.4,63.4,4,129,30924,30924
2024,4,51.4,63.4,5,129,12.484736563626834,12.484736563626834
2024,4,51.4,63.4,6,129,71.47852913006957,71.47852913006957
2024,4,51.4,63.4,7,129,0.4293870975840605,0.4293870975840605
2024,4,51.4,63.4,8,129,0.2560253935564165,0.2560253935564165
2024,4,51.4,63.4,9,129,0.2186340193985471,0.2186340193985471
2024,4,53.8,69.7,1,168,0.5309470143528247,0.5288749453355761
2024,4,53.8,69.7,2,168,33.2,33.2
2024,4,53.8,69.7,3,168,0.2471554790361139,0.2471554790361139
2024,4,53.8,69.7,4,168,30924,30924
2024,4,53.8,69.7,5,168,12.484630066761358,12.484630066761358
2024,4,53.8,69.7,6,168,71.47302763369748,71.47302763369748
2024,4,53.8,69.7,7,168,0.20624166169494218,0.20624166169494218
2024,4,53.8,69.7,8,168,0.419730948507363,0.419730948507363
2024,4,53.8,69.7,9,168,0.2604330689047747,0.2604330689047747
2024,4,51.9,69.8,1,461,0.5199713605643707,0.5199713605643707
2024,4,51.9,69.8,2,461,29.4,29.4
2024,4,51.9,69.8,3,461,0.2852584868051379,0.2852584868051379
2024,4,51.9,69.8,4,461,30924,30924
2024,4,51.9,69.8,5,461,12.48433260201406,12.48433260201406
2024,4,51.9,69.8,6,461,71.48135544442204,71.48135544442204
2024,4,51.9,69.8,7,461,0.4143165527518803,0.4143165527518803
2024,4,51.9,69.8,8,461,0.2183169219228381,0.2183169219228381
2024,4,51.9,69.8,9,461,0.2211864043895675,0.2211864043895675
2024,6,32.8,-90.4,1,2,0.5169336213083069,0.5169336213083069
2024,6,32.8,-90.4,2,2,35.7,35.7
2024,6,32.8,-90.4,3,2,0.1978553486990772,0.1978553486990772
2024,6,32.8,-90.4,4,2,41446,41446
2024,6,32.8,-90.4,5,2,13.131622430752588,12.872944335938564
2024,6,32.8,-90.4,6,2,73.38356215886435,73.38356215886435
2024,6,32.8,-90.4,7,2,0.1919908967639452,0.1919908967639452
2024,6,32.8,-90.4,8,2,0.2286021786414675,0.2286021786414675
2024,6,32.8,-90.4,9,2,0.1468835650315645,0.1468835650315645
2024,6,32.4,-90.8,1,2,0.5169336213083069,0.5169336213083069
2024,6,32.4,-90.8,2,2,35.7,35.7
2024,6,32.4,-90.8,3,2,0.1978553486990772,0.1978553486990772
2024,6,32.4,-90.8,4,2,41446,41446
2024,6,32.4,-90.8,5,2,13.131622430752588,12.872944335938564
2024,6,32.4,-90.8,6,2,73.38356215886435,73.38356215886435
2024,6,32.4,-90.8,7,2,0.1919908967639452,0.1919908967639452
2024,6,32.4,-90.8,8,2,0.2286021786414675,0.2286021786414675
2024,6,32.4,-90.8,9,2,0.1468835650315645,0.1468835650315645
2024,7,36.5,-99.3,1,1053,0.5072249393793627,0.5072249393793627
2024,7,36.5,-99.3,2,1053,35.900000000000006,35.900000000000006
2024,7,36.5,-99.3,3,1053,0.19416852476600407,0.19416852476600407
2024,7,36.5,-99.3,4,1053,54589,50340.5
2024,7,36.5,-99.3,5,1053,13.522370795220652,12.872944335938564
2024,7,36.5,-99.3,6,1053,74.26364527727142,74.26364527727142
2024,7,36.5,-99.3,7,1053,0.4012048521700307,0.4012048521700307
2024,7,36.5,-99.3,8,1053,0.25948360786130026,0.25948360786130026
2024,7,36.5,-99.3,9,1053,0.223505436779253,0.223505436779253
2024,4,48.2,59.5,1,410,0.5243970848950119,0.5243970848950119
2024,4,48.2,59.5,2,410,30.6,30.6
2024,4,48.2,59.5,3,410,0.2671003064369447,0.2671003064369447
2024,4,48.2,59.5,4,410,29441,29441
2024,4,48.2,59.5,5,410,11.987631120228684,11.987631120228684
2024,4,48.2,59.5,6,410,69.45016878353341,69.45016878353341
2024,4,48.2,59.5,7,410,0.4442072339921349,0.4442072339921349
2024,4,48.2,59.5,8,410,0.0538655883173877,0.0538655883173877
2024,4,48.2,59.5,9,410,0.3952630114808512,0.3952630114808512
2024,4,52.4,53.5,1,4866,0.5403455758709412,0.5288749453355761
2024,4,52.4,53.5,2,4866,37.39999999999999,37.39999999999999
2024,4,52.4,53.5,3,4866,0.1987689249783333,0.1987689249783333
2024,4,52.4,53.5,4,4866,16748,16748
2024,4,52.4,53.5,5,4866,12.806598805836654,12.806598805836654
2024,4,52.4,53.5,6,4866,68.95536987347931,68.95536987347931
2024,4,52.4,53.5,7,4866,0.1818264505775026,0.1818264505775026
2024,4,52.4,53.5,8,4866,0.4103417108772498,0.4103417108772498
2024,4,52.4,53.5,9,4866,0.1531793800261574,0.1531793800261574
2024,4,46.9,54,1,2666,0.5123915863979186,0.5123915863979186
2024,4,46.9,54,2,2666,27.3,27.3
2024,4,46.9,54,3,2666,0.3304784043756557,0.3304784043756557
2024,4,46.9,54,4,2666,29441,29441
2024,4,46.9,54,5,2666,11.988073739972068,11.988073739972068
2024,4,46.9,54,6,2666,69.4504785867317,69.4504785867317
2024,4,46.9,54,7,2666,0.1844032821224627,0.1844032821224627
2024,4,46.9,54,8,2666,0.0115593323689228,0.0231185230646612
2024,4,46.9,54,9,2666,0.6673808568136957,0.6673808568136957
2024,4,52,66.4,1,101,0.5199713605643707,0.5199713605643707
2024,4,52,66.4,2,101,29.399999999999995,29.399999999999995
2024,4,52,66.4,3,101,0.2852584868051379,0.2852584868051379
2024,4,52,66.4,4,101,30924,30924
2024,4,52,66.4,5,101,12.48433260201406,12.48433260201406
2024,4,52,66.4,6,101,71.48135544442204,71.48135544442204
2024,4,52,66.4,7,101,0.41431655275188023,0.41431655275188023
2024,4,52,66.4,8,101,0.2183169219228381,0.2183169219228381
2024,4,52,66.4,9,101,0.2211864043895675,0.2211864043895675
2024,4,51.3,70.2,1,34,0.5199713605643707,0.5199713605643707
2024,4,51.3,70.2,2,34,29.4,29.4
2024,4,51.3,70.2,3,34,0.2852584868051379,0.2852584868051379
2024,4,51.3,70.2,4,34,30924,30924
2024,4,51.3,70.2,5,34,12.48433260201406,12.48433260201406
2024,4,51.3,70.2,6,34,71.48135544442204,71.48135544442204
2024,4,51.3,70.2,7,34,0.4143165527518803,0.4143165527518803
2024,4,51.3,70.2,8,34,0.2183169219228381,0.2183169219228381
2024,4,51.3,70.2,9,34,0.2211864043895675,0.2211864043895675
2024,4,48,66.3,1,48342,0.5040512982016337,0.5040512982016337
2024,4,48,66.3,2,48342,26.400000000000002,26.400000000000002
2024,4,48,66.3,3,48342,0.35566535591114873,0.35566535591114873
2024,4,48,66.3,4,48342,33418,33418
2024,4,48,66.3,5,48342,12.378571927718502,12.378571927718502
2024,4,48,66.3,6,48342,72.02105614973242,72.02105614973242
2024,4,48,66.3,7,48342,0.5382239555402025,0.5382239555402025
2024,4,48,66.3,8,48342,0.0356347623059276,0.0356347623059276
2024,4,48,66.3,9,48342,0.33307281679433015,0.33307281679433015
2024,7,28.1,81.8,1,8,0.5382922131664652,0.5288749453355761
2024,7,28.1,81.8,2,8,23.5,23.5
2024,7,28.1,81.8,3,8,0.308235366082582,0.308235366082582
2024,7,28.1,81.8,4,8,5968,5968
2024,7,28.1,81.8,5,8,5.297396877028333,5.297396877028333
2024,7,28.1,81.8,6,8,69.08055777751451,69.08055777751451
2024,7,28.1,81.8,7,8,0.0189222622137509,0.0189222622137509
2024,7,28.1,81.8,8,8,0.2043024847079286,0.2043024847079286
2024,7,28.1,81.8,9,8,0.1336340847205041,0.1336340847205041
2024,7,39.3,-96.8,1,7,0.5065590230180375,0.5065590230180375
2024,7,39.3,-96.8,2,7,35.2,35.2
2024,7,39.3,-96.8,3,7,0.2002152623924883,0.2002152623924883
2024,7,39.3,-96.8,4,7,63670,50340.5
2024,7,39.3,-96.8,5,7,13.924437522888182,12.872944335938564
2024,7,39.3,-96.8,6,7,77.00319671630857,77.00319671630857
2024,7,39.3,-96.8,7,7,0.4518037189749336,0.4518037189749336
2024,7,39.3,-96.8,8,7,0.2932604175114572,0.2932604175114572
2024,7,39.3,-96.8,9,7,0.201917165062342,0.201917165062342
2024,4,1.4,125,1,615,0.4932531008502819,0.4932531008502819
2024,4,1.4,125,2,615,31.6,31.6
2024,4,1.4,125,3,615,0.2511161116698955,0.2511161116698955
2024,4,1.4,125,4,615,13496,13496
2024,4,1.4,125,5,615,9.897433280944822,9.897433280944822
2024,4,1.4,125,6,615,65.791290283203125,65.791290283203125
2024,4,1.4,125,7,615,0.1587025097021781,0.1587025097021781
2024,4,1.4,125,8,615,0.15425239756595371,0.15425239756595371
2024,4,1.4,125,9,615,0.1735316824067229,0.1735316824067229
2024,4,1,121.6,1,105,0.48882511498727443,0.48882511498727443
2024,4,1,121.6,2,105,26.5,26.5
2024,4,1,121.6,3,105,0.3061587425244394,0.3061587425244394
2024,4,1,121.6,4,105,10388,10388
2024,4,1,121.6,5,105,9.041481971740724,9.041481971740724
2024,4,1,121.6,6,105,65.74129486083984,65.74129486083984
2024,4,1,121.6,7,105,0.0635787268664718,0.0635787268664718
2024,4,1,121.6,8,105,0.2080056251489465,0.2080056251489465
2024,4,1,121.6,9,105,0.3532167626960162,0.3532167626960162
2024,4,1.4,125.2,1,226,0.4932531008502819,0.4932531008502819
2024,4,1.4,125.2,2,226,31.6,31.6
2024,4,1.4,125.2,3,226,0.25111611166989556,0.25111611166989556
2024,4,1.4,125.2,4,226,13496,13496
2024,4,1.4,125.2,5,226,9.897433280944822,9.897433280944822
2024,4,1.4,125.2,6,226,65.791290283203125,65.791290283203125
2024,4,1.4,125.2,7,226,0.1587025097021781,0.1587025097021781
2024,4,1.4,125.2,8,226,0.15425239756595371,0.15425239756595371
2024,4,1.4,125.2,9,226,0.1735316824067229,0.1735316824067229
2024,4,51.2,58.6,1,1689,0.5403455758709412,0.5288749453355761
2024,4,51.2,58.6,2,1689,37.4,37.4
2024,4,51.2,58.6,3,1689,0.1987689249783333,0.1987689249783333
2024,4,51.2,58.6,4,1689,16748,16748
2024,4,51.2,58.6,5,1689,12.806598805836652,12.806598805836652
2024,4,51.2,58.6,6,1689,68.95536987347931,68.95536987347931
2024,4,51.2,58.6,7,1689,0.1818264505775026,0.1818264505775026
2024,4,51.2,58.6,8,1689,0.4103417108772498,0.4103417108772498
2024,4,51.2,58.6,9,1689,0.1531793800261574,0.1531793800261574
2024,4,53.2,50.1,1,816,0.5485168744024773,0.5288749453355761
2024,4,53.2,50.1,2,816,39.3,39.3
2024,4,53.2,50.1,3,816,0.165265363781536,0.165265363781536
2024,4,53.2,50.1,4,816,16748,16748
2024,4,53.2,50.1,5,816,12.807289123535154,12.807289123535154
2024,4,53.2,50.1,6,816,68.95500183105467,68.95500183105467
2024,4,53.2,50.1,7,816,0.7897880561896046,0.5860708564345238
2024,4,53.2,50.1,8,816,0.1272677876308755,0.1272677876308755
2024,4,53.2,50.1,9,816,0.029125257059502797,0.029125257059502797
2024,5,21.2,106.1,1,23,0.5029286256649823,0.5029286256649823
2024,5,21.2,106.1,2,23,32.4,32.4
2024,5,21.2,106.1,3,23,0.2290508829840501,0.2290508829840501
